X1,Price,Lot.Size,Waterfront,Age,Land.Value,New.Construct,Central.Air,Fuel.Type,Heat.Type,Sewer.Type,Living.Area,Pct.College,Bedrooms,Fireplaces,Bathrooms,Rooms,Fireplace,Beds
748,86000,0.46,No,43,5500,No,No,Gas,Hot Air,Private,880,38,3,None,1.0,4,No,3
749,95000,0.17,No,134,2300,No,No,Gas,Hot Air,Public,1256,38,3,None,2.0,5,No,3
750,195000,0.34,No,15,5000,No,Yes,Gas,Hot Air,Private,1826,38,3,1,2.5,6,Yes,3
751,107325,0.1,No,126,1100,No,No,Gas,Hot Air,Public,1134,38,3,None,1.5,7,No,3
752,131000,0.54,No,41,5300,No,No,Gas,Hot Air,Private,1916,38,4,1,2.5,8,Yes,4 or more
753,166900,0.75,No,3,1700,No,No,Gas,Hot Air,Private,1272,38,3,None,1.5,7,No,3
754,127000,0.43,No,39,4900,No,Yes,Gas,Hot Air,Private,960,38,3,None,1.0,6,No,3
755,119000,0.15,No,65,2500,No,No,Gas,Hot Air,Public,1152,38,2,None,1.5,4,No,2 or fewer
756,92509,0.52,No,13,4500,No,No,Gas,Hot Air,Private,840,38,2,None,1.0,4,No,2 or fewer
757,174000,0.46,No,34,5500,No,No,Gas,Hot Air,Private,2106,38,5,None,2.0,11,No,4 or more
758,180000,0.52,No,10,2500,No,No,Gas,Hot Air,Private,1632,38,3,None,2.0,8,No,3
759,155000,0.41,No,9,300,No,No,Gas,Hot Air,Private,1092,38,3,None,2.0,8,No,3
760,146500,0.44,No,25,13200,No,Yes,Gas,Hot Air,Private,1634,57,3,1,1.5,8,Yes,3
761,162500,0.46,No,26,13800,No,Yes,Gas,Hot Air,Private,1890,57,3,1,2.5,7,Yes,3
762,210000,0.48,No,32,18400,No,No,Gas,Hot Air,Private,2224,57,5,2 or more,2.5,11,Yes,4 or more
763,165000,0.65,No,22,16500,No,No,Electric,Electric,Private,1475,57,3,1,2.0,6,Yes,3
764,123000,0.08,No,16,2100,No,No,Gas,Hot Air,Public,1480,54,3,1,1.5,5,Yes,3
765,150000,0.58,No,36,13300,No,No,Gas,Hot Air,Private,1368,54,3,1,1.0,4,Yes,3
766,128900,0.14,No,7,7200,No,No,Gas,Hot Air,Public,1200,36,3,None,1.0,8,No,3
767,88100,0.14,No,0,7400,No,Yes,Gas,Hot Air,Public,840,36,2,None,1.0,7,No,2 or fewer
768,175000,0.68,No,54,25900,No,No,Oil,Hot Air,Public,1176,47,3,None,2.0,8,No,3
769,120975,0.13,No,0,7400,Yes,No,Gas,Hot Air,Public,1380,36,3,None,2.0,4,No,3
770,147543,0.29,No,0,11300,Yes,No,Gas,Hot Air,Private,1786,36,3,None,2.5,7,No,3
771,118000,0.22,No,17,3400,No,No,Gas,Hot Air,Public,1480,54,3,None,1.5,4,No,3
772,199000,0.5,No,13,15300,No,No,Gas,Hot Water,Public,1574,54,3,1,1.5,7,Yes,3
773,79900,0.18,No,154,7500,No,No,Oil,Hot Air,Private,950,54,2,None,1.5,5,No,2 or fewer
774,279000,0.55,No,14,25300,No,Yes,Gas,Hot Air,Public,3178,57,4,1,3.5,12,Yes,4 or more
775,90000,0.28,No,16,10600,No,No,Gas,Hot Air,Private,1342,57,3,None,1.5,7,No,3
776,91900,0.35,No,20,12000,No,Yes,Electric,Electric,Private,1336,57,2,1,1.5,5,Yes,2 or fewer
777,153000,0.25,No,10,8400,No,No,Gas,Hot Air,Public,1542,54,3,None,2.5,6,No,3
778,170000,2.68,No,11,21400,No,No,Oil,Hot Water,Private,2272,54,4,1,3.5,8,Yes,4 or more
779,145200,0.2,No,15,3400,No,No,Gas,Hot Air,Public,1480,54,2,1,2.5,4,Yes,2 or fewer
780,296000,0.02,No,8,14000,No,No,Gas,Hot Air,Public,2506,57,4,2 or more,2.5,10,Yes,4 or more
781,150000,0.37,No,1,15800,No,No,Oil,Hot Air,Private,1852,30,4,None,2.0,6,No,4 or more
782,86000,0.45,No,19,14000,No,No,Gas,Hot Air,Private,1055,57,2,1,1.0,7,Yes,2 or fewer
783,118000,0.36,No,21,40000,No,No,Gas,Hot Air,Private,1392,57,3,None,1.5,7,No,3
784,155000,0.75,No,53,6500,No,No,Oil,Hot Air,Private,1608,57,3,1,2.0,5,Yes,3
785,222500,0.69,No,15,16900,No,No,Gas,Hot Air,Public,1564,57,3,1,2.0,6,Yes,3
786,250000,0.46,No,17,18400,No,Yes,Gas,Hot Air,Private,2068,57,4,1,2.5,10,Yes,4 or more
787,365000,0.69,No,13,21900,No,Yes,Oil,Hot Air,Private,2516,57,4,None,2.5,11,No,4 or more
788,120000,0.89,No,14,19300,No,No,Electric,Electric,Private,1684,38,4,None,1.5,5,No,4 or more
789,193000,0.47,No,18,14100,No,No,Gas,Hot Water,Private,1481,57,3,None,1.5,5,No,3
790,85568,0.15,No,67,2600,No,No,Oil,Hot Water,Public,999,20,3,None,1.0,6,No,3
791,82000,0.46,No,17,4420,No,No,Oil,Hot Water,Public,896,20,2,None,1.0,3,No,2 or fewer
792,225000,0.77,No,50,3000,No,No,Oil,Hot Water,Private,792,20,2,1,1.0,7,Yes,2 or fewer
793,240000,0.85,No,34,50400,No,No,Oil,Hot Water,Private,2747,27,4,2 or more,3.5,12,Yes,4 or more
794,234900,0.01,No,1,43300,Yes,Yes,Gas,Hot Air,Public,2277,63,4,None,2.5,8,No,4 or more
795,112000,0.02,No,19,14900,No,Yes,Gas,Hot Air,Public,1281,63,2,1,2.5,6,Yes,2 or fewer
796,261000,0.57,No,14,43200,No,Yes,Gas,Hot Air,Public,2462,63,4,1,2.5,10,Yes,4 or more
797,400000,0.6,No,9,57000,No,Yes,Gas,Hot Air,Public,2897,63,4,2 or more,2.5,12,Yes,4 or more
798,310000,0.41,No,4,37600,No,Yes,Electric,Hot Air,Public,2672,63,4,1,3.5,8,Yes,4 or more
799,182000,0.29,No,21,26300,No,No,Gas,Hot Air,Public,1932,63,3,None,1.5,8,No,3
800,187500,0.47,No,11,25500,No,No,Gas,Hot Air,Public,1320,63,3,None,2.5,7,No,3
801,405000,0.61,No,6,23900,No,Yes,Gas,Hot Air,Public,3296,63,4,1,2.5,12,Yes,4 or more
802,420000,1.14,No,6,82100,No,Yes,Gas,Hot Air,Public,3279,63,4,1,3.0,11,Yes,4 or more
803,359000,0.48,No,4,37100,No,Yes,Gas,Hot Air,Public,3204,63,4,1,2.5,9,Yes,4 or more
804,120000,0.01,No,16,9900,No,Yes,Electric,Electric,Public,1217,63,2,None,2.5,6,No,2 or fewer
805,171500,0.31,No,37,21500,No,No,Gas,Hot Water,Public,1782,63,3,1,1.5,6,Yes,3
806,159900,0.21,No,16,28800,No,Yes,Gas,Hot Air,Public,1180,63,2,1,1.5,6,Yes,2 or fewer
807,186500,0.21,No,16,28000,No,Yes,Electric,Hot Air,Public,1452,63,3,1,2.0,8,Yes,3
808,260000,0.46,No,13,36600,No,Yes,Gas,Hot Air,Public,2140,63,4,1,2.5,8,Yes,4 or more
809,115000,0.01,No,16,9900,No,Yes,Electric,Electric,Public,1219,63,2,None,1.5,6,No,2 or fewer
810,191000,0.44,No,39,24100,No,No,Gas,Hot Water,Public,1518,63,4,1,1.5,5,Yes,4 or more
811,355465,0.35,No,0,233000,Yes,Yes,Gas,Hot Air,Public,3328,63,4,1,2.5,12,Yes,4 or more
812,339900,0.57,No,10,54600,No,Yes,Gas,Hot Air,Public,2344,63,3,None,2.5,10,No,3
813,90000,0.49,No,74,10600,No,No,Gas,Hot Air,Private,960,23,2,None,1.0,7,No,2 or fewer
814,245000,0.04,No,6,28800,No,No,Gas,Hot Air,Public,1544,63,3,None,2.5,8,No,3
815,320900,0.46,No,7,36400,No,Yes,Gas,Hot Air,Public,2873,63,4,1,2.5,8,Yes,4 or more
816,159000,0.22,No,18,29600,No,Yes,Gas,Hot Air,Public,1180,63,2,1,1.5,6,Yes,2 or fewer
817,174900,0.62,No,38,15100,No,No,Gas,Hot Air,Private,1368,63,3,None,1.5,6,No,3
818,293500,0.49,No,10,38400,No,Yes,Gas,Hot Air,Public,1904,63,4,1,2.5,8,Yes,4 or more
819,210000,0.51,No,11,26900,No,No,Gas,Hot Air,Public,1320,63,3,None,2.0,8,No,3
820,182500,1.0,No,34,25200,No,No,Gas,Hot Air,Private,1594,63,3,1,1.5,5,Yes,3
821,219900,0.46,No,8,38100,No,Yes,Gas,Hot Air,Public,1847,63,3,1,2.5,7,Yes,3
822,370000,0.46,No,1,36600,Yes,Yes,Gas,Hot Air,Public,3125,63,4,1,2.5,12,Yes,4 or more
823,286000,0.47,No,7,20000,No,No,Gas,Hot Air,Public,2004,63,4,1,2.5,10,Yes,4 or more
824,169900,0.49,No,36,27800,No,Yes,Gas,Hot Air,Public,1623,63,3,1,1.5,8,Yes,3
825,161000,0.23,No,40,22000,No,No,Oil,Hot Water,Public,1120,41,3,None,1.0,7,No,3
826,287000,0.36,No,2,53900,No,Yes,Gas,Hot Air,Public,2363,63,5,1,2.5,11,Yes,4 or more
827,315000,0.94,No,9,48200,No,No,Gas,Hot Air,Public,2572,63,4,1,2.5,11,Yes,4 or more
828,177000,0.34,No,25,9200,No,No,Electric,Electric,Private,1548,63,3,None,1.5,5,No,3
829,332000,1.0,No,11,26700,No,Yes,Gas,Hot Air,Public,2734,63,3,None,2.5,11,No,3
830,249000,0.53,No,8,38800,No,Yes,Gas,Hot Air,Public,1462,63,3,1,2.0,5,Yes,3
831,179000,0.09,No,15,25500,No,No,Gas,Hot Air,Public,1558,63,2,None,2.5,7,No,2 or fewer
832,150000,0.52,No,34,14000,No,No,Oil,Hot Water,Private,1664,63,3,None,1.5,8,No,3
833,225000,0.37,No,16,24500,No,No,Gas,Hot Air,Public,1877,63,4,1,3.0,10,Yes,4 or more
834,182000,0.33,No,37,21400,No,No,Gas,Hot Air,Public,1838,63,3,1,1.0,7,Yes,3
835,329900,0.5,No,9,37800,No,Yes,Gas,Hot Air,Public,2368,63,4,1,2.5,11,Yes,4 or more
836,165000,0.33,No,32,22500,No,No,Gas,Hot Water,Public,2104,63,5,1,1.5,11,Yes,4 or more
837,180000,0.31,No,16,36800,No,No,Gas,Hot Air,Public,1180,63,2,None,1.5,7,No,2 or fewer
838,321000,0.53,No,11,38800,No,Yes,Gas,Hot Air,Public,2399,63,4,1,2.5,11,Yes,4 or more
839,180000,0.11,No,15,15400,No,No,Gas,Hot Air,Public,1232,63,2,1,1.5,4,Yes,2 or fewer
840,178000,0.14,No,17,19600,No,Yes,Gas,Hot Air,Public,1180,63,2,None,1.5,6,No,2 or fewer
841,279900,0.55,No,2,39500,No,No,Gas,Hot Air,Public,2022,63,4,1,2.5,9,Yes,4 or more
842,179000,0.14,No,19,21000,No,Yes,Gas,Hot Air,Public,1364,63,2,1,1.5,5,Yes,2 or fewer
843,183000,0.15,No,17,21000,No,Yes,Gas,Hot Air,Public,1343,63,2,1,2.5,6,Yes,2 or fewer
844,500000,1.0,No,70,35900,No,No,Oil,Hot Air,Private,1492,63,3,None,1.0,7,No,3
845,170000,0.37,No,37,24500,No,No,Gas,Hot Water,Public,999,63,3,1,1.0,6,Yes,3
846,179000,0.34,No,24,27000,No,No,Gas,Hot Air,Public,2102,54,3,1,2.5,9,Yes,3
847,184900,0.32,No,18,27000,No,No,Gas,Hot Air,Public,1656,54,3,1,1.5,4,Yes,3
848,177500,0.33,No,18,27000,No,No,Electric,Hot Air,Public,1561,54,3,None,1.5,7,No,3
849,112500,0.15,No,19,15700,No,No,Electric,Electric,Public,988,54,2,None,2.0,7,No,2 or fewer
850,180000,0.32,No,17,27000,No,No,Gas,Hot Water,Public,1765,54,5,1,2.0,9,Yes,4 or more
851,10300,0.16,No,20,15700,No,No,Electric,Electric,Public,912,54,2,1,1.5,4,Yes,2 or fewer
852,137900,0.16,No,17,15100,No,No,Electric,Electric,Public,1592,54,3,None,1.5,7,No,3
853,144000,0.06,No,54,3600,No,No,Electric,Electric,Public,1344,54,5,None,1.0,8,No,4 or more
854,131600,0.16,No,17,15100,No,No,Electric,Electric,Public,1385,54,2,1,1.5,7,Yes,2 or fewer
855,123500,0.15,No,17,15100,No,No,Electric,Electric,Public,1385,54,2,None,1.5,5,No,2 or fewer
856,123000,0.15,No,17,15100,No,No,Electric,Electric,Public,1679,54,2,None,1.5,7,No,2 or fewer
857,109000,0.15,No,20,15700,No,No,Electric,Electric,Public,908,54,2,None,1.0,7,No,2 or fewer
858,173000,0.31,No,16,27000,No,Yes,Gas,Hot Air,Public,1527,54,2,1,2.0,5,Yes,2 or fewer
859,105000,0.16,No,20,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,3,No,2 or fewer
860,122500,0.15,No,18,15100,No,No,Electric,Electric,Public,1184,54,2,None,1.5,3,No,2 or fewer
861,191000,0.46,No,26,24500,No,No,Electric,Electric,Public,1719,63,3,1,1.5,7,Yes,3
862,149000,0.16,No,19,15100,No,No,Electric,Electric,Private,1080,54,2,1,1.0,6,Yes,2 or fewer
863,205000,0.33,No,16,27000,No,No,Electric,Electric,Public,2118,54,4,1,2.0,9,Yes,4 or more
864,225000,0.33,No,16,27000,No,No,Electric,Electric,Public,2527,54,3,None,1.5,10,No,3
865,210000,0.49,No,15,25000,No,No,Gas,Hot Air,Private,1592,54,3,1,1.5,8,Yes,3
866,188900,0.32,No,18,27000,No,No,Electric,Electric,Public,1294,54,3,None,1.0,4,No,3
867,192000,0.94,No,33,25200,No,No,Gas,Hot Water,Private,1974,63,4,1,2.5,8,Yes,4 or more
868,137500,0.16,No,17,15700,No,No,Electric,Electric,Public,988,54,2,1,2.0,7,Yes,2 or fewer
869,200000,0.36,No,20,27000,No,No,Gas,Hot Air,Public,1508,54,3,1,2.0,8,Yes,3
870,126000,0.16,No,17,15600,No,No,Electric,Electric,Public,908,54,2,None,1.0,4,No,2 or fewer
871,214500,0.35,No,20,27000,No,No,Electric,Electric,Public,1910,54,4,1,2.0,7,Yes,4 or more
872,152000,0.15,No,18,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,5,No,2 or fewer
873,115000,0.16,No,20,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,5,No,2 or fewer
874,88000,0.16,No,19,15700,No,No,Electric,Electric,Public,988,54,2,None,2.0,4,No,2 or fewer
875,170000,0.35,No,20,27000,No,No,Electric,Electric,Public,1748,54,2,None,2.0,4,No,2 or fewer
876,137000,0.16,No,18,15700,No,No,Electric,Electric,Public,912,54,2,1,1.5,3,Yes,2 or fewer
877,145000,0.15,No,17,15100,No,No,Electric,Electric,Public,1385,54,3,None,1.5,8,No,3
878,202000,0.43,No,15,25000,No,No,Gas,Hot Air,Private,1300,54,3,None,1.5,7,No,3
879,130000,0.15,No,17,15600,No,No,Electric,Electric,Public,908,54,2,None,1.0,7,No,2 or fewer
880,265000,1.0,No,25,21700,No,No,Electric,Electric,Private,1900,54,3,None,2.0,7,No,3
881,185000,0.33,No,16,27000,No,No,Electric,Electric,Public,2191,54,3,1,2.5,7,Yes,3
882,130000,0.16,No,25,15100,No,Yes,Gas,Hot Air,Public,1080,54,2,1,1.0,4,Yes,2 or fewer
883,190000,0.59,No,15,25000,No,Yes,Gas,Hot Air,Private,1300,54,3,1,1.5,5,Yes,3
884,204000,0.4,No,1,15000,No,No,Gas,Hot Air,Public,2458,63,4,1,2.5,10,Yes,4 or more
885,125000,0.35,No,22,10500,No,No,Electric,Electric,Public,1040,63,3,None,1.0,4,No,3
886,349900,0.44,No,0,13000,Yes,No,Gas,Hot Air,Public,2886,63,4,1,3.0,12,Yes,4 or more
887,142000,0.14,No,8,3700,No,No,Gas,Hot Air,Public,1840,23,3,None,1.0,6,No,3
888,132500,0.37,No,19,13000,No,No,Electric,Electric,Public,1988,63,2,None,1.0,4,No,2 or fewer
889,220000,1.0,No,43,22900,No,No,Oil,Hot Air,Private,672,57,2,None,1.0,3,No,2 or fewer
890,160000,1.96,No,13,18400,No,No,Oil,Hot Air,Private,1512,57,2,None,2.0,4,No,2 or fewer
891,10300,0.16,No,20,15700,No,No,Electric,Electric,Public,912,54,2,1,1.5,6,Yes,2 or fewer
892,95000,0.15,No,19,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,6,No,2 or fewer
893,122055,0.15,No,17,15000,No,No,Electric,Electric,Public,1385,54,2,None,1.5,5,No,2 or fewer
894,149000,0.31,No,18,27000,No,No,Gas,Hot Air,Public,1508,54,3,1,1.5,8,Yes,3
895,115000,0.15,No,17,15100,No,No,Electric,Electric,Public,1385,54,2,None,1.5,5,No,2 or fewer
896,140000,0.15,No,19,15100,No,No,Electric,Electric,Public,1628,54,3,None,2.5,6,No,3
897,137900,0.16,No,17,15100,No,No,Electric,Electric,Public,1592,54,3,None,1.5,5,No,3
898,144000,0.06,No,54,3600,No,No,Electric,Electric,Public,1344,54,5,None,1.0,7,No,4 or more
899,131600,0.16,No,17,15100,No,No,Electric,Electric,Public,1385,54,2,1,1.5,7,Yes,2 or fewer
900,123500,0.15,No,17,15100,No,No,Electric,Electric,Public,1385,54,2,None,1.5,4,No,2 or fewer
901,123000,0.15,No,17,15100,No,No,Electric,Electric,Public,1679,54,2,None,1.5,4,No,2 or fewer
902,109000,0.15,No,20,15700,No,No,Electric,Electric,Public,908,54,2,None,1.0,3,No,2 or fewer
903,173000,0.31,No,16,27000,No,Yes,Gas,Hot Air,Public,1527,54,2,1,2.0,7,Yes,2 or fewer
904,105000,0.16,No,20,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,3,No,2 or fewer
905,122500,0.15,No,18,15100,No,No,Electric,Electric,Public,1184,54,2,None,1.5,3,No,2 or fewer
906,191000,0.46,No,26,24500,No,No,Electric,Electric,Public,1719,63,3,1,1.5,5,Yes,3
907,149000,0.16,No,19,15100,No,No,Electric,Electric,Private,1080,54,2,1,1.0,5,Yes,2 or fewer
908,205000,0.33,No,16,27000,No,No,Electric,Electric,Public,2118,54,4,1,2.0,10,Yes,4 or more
909,225000,0.33,No,16,27000,No,No,Electric,Electric,Public,2527,54,3,None,1.5,8,No,3
910,210000,0.49,No,15,25000,No,No,Gas,Hot Air,Private,1592,54,3,1,1.5,7,Yes,3
911,188900,0.32,No,18,27000,No,No,Electric,Electric,Public,1294,54,3,None,1.0,4,No,3
912,192000,0.94,No,33,25200,No,No,Gas,Hot Water,Private,1974,63,4,1,2.5,9,Yes,4 or more
913,137500,0.16,No,17,15700,No,No,Electric,Electric,Public,988,54,2,1,2.0,3,Yes,2 or fewer
914,200000,0.36,No,20,27000,No,No,Gas,Hot Air,Public,1508,54,3,1,2.0,7,Yes,3
915,126000,0.16,No,17,15600,No,No,Electric,Electric,Public,908,54,2,None,1.0,4,No,2 or fewer
916,214500,0.35,No,20,27000,No,No,Electric,Electric,Public,1910,54,4,1,2.0,10,Yes,4 or more
917,152000,0.15,No,18,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,7,No,2 or fewer
918,115000,0.16,No,20,15700,No,No,Electric,Electric,Public,912,54,2,None,1.5,7,No,2 or fewer
919,88000,0.16,No,19,15700,No,No,Electric,Electric,Public,988,54,2,None,2.0,5,No,2 or fewer
920,170000,0.35,No,20,27000,No,No,Electric,Electric,Public,1748,54,2,None,2.0,6,No,2 or fewer
921,137000,0.16,No,18,15700,No,No,Electric,Electric,Public,912,54,2,1,1.5,6,Yes,2 or fewer
922,145000,0.15,No,17,15100,No,No,Electric,Electric,Public,1385,54,3,None,1.5,7,No,3
923,202000,0.43,No,15,25000,No,No,Gas,Hot Air,Private,1300,54,3,None,1.5,4,No,3
924,130000,0.15,No,17,15600,No,No,Electric,Electric,Public,908,54,2,None,1.0,5,No,2 or fewer
925,265000,1.0,No,25,21700,No,No,Electric,Electric,Private,1900,54,3,None,2.0,8,No,3
926,185000,0.33,No,16,27000,No,No,Electric,Electric,Public,2191,54,3,1,2.5,8,Yes,3
927,130000,0.16,No,25,15100,No,Yes,Gas,Hot Air,Public,1080,54,2,1,1.0,5,Yes,2 or fewer
928,190000,0.59,No,15,25000,No,Yes,Gas,Hot Air,Private,1300,54,3,1,1.5,5,Yes,3
929,204000,0.4,No,1,15000,No,No,Gas,Hot Air,Public,2458,63,4,1,2.5,11,Yes,4 or more
930,125000,0.35,No,22,10500,No,No,Electric,Electric,Public,1040,63,3,None,1.0,8,No,3
931,349900,0.44,No,0,13000,Yes,No,Gas,Hot Air,Public,2886,63,4,1,3.0,11,Yes,4 or more
932,142000,0.14,No,8,3700,No,No,Gas,Hot Air,Public,1840,23,3,None,1.0,7,No,3
933,132500,0.37,No,19,13000,No,No,Electric,Electric,Public,1988,63,2,None,1.0,5,No,2 or fewer
934,220000,1.0,No,43,22900,No,No,Oil,Hot Air,Private,672,57,2,None,1.0,5,No,2 or fewer
935,160000,1.96,No,13,18400,No,No,Oil,Hot Air,Private,1512,57,2,None,2.0,6,No,2 or fewer
936,156900,0.28,No,52,23200,No,No,Oil,Hot Air,Private,1635,63,4,None,1.5,5,No,4 or more
937,138000,0.31,No,39,25100,No,No,Gas,Hot Air,Public,1672,63,4,None,1.5,5,No,4 or more
938,166000,0.25,No,26,29000,No,Yes,Gas,Hot Air,Public,1892,63,3,2 or more,2.0,6,Yes,3
939,195000,0.56,No,18,30800,No,No,Gas,Hot Water,Public,1652,63,3,1,2.0,6,Yes,3
940,295600,0.6,No,21,91600,No,Yes,Gas,Hot Air,Private,2513,63,4,1,2.5,8,Yes,4 or more
941,460000,0.47,No,1,14100,No,Yes,Gas,Hot Air,Public,3336,63,4,1,3.5,12,Yes,4 or more
942,126000,0.05,No,17,16000,No,Yes,Gas,Hot Air,Public,1302,63,2,1,1.5,4,Yes,2 or fewer
943,220300,0.58,No,16,38200,No,Yes,Gas,Hot Air,Public,2006,63,3,1,2.0,5,Yes,3
944,175000,0.29,No,27,22700,No,Yes,Gas,Hot Air,Public,1836,63,4,1,1.5,8,Yes,4 or more
945,255000,1.0,No,49,69600,No,No,Oil,Hot Air,Private,1994,60,3,1,2.0,9,Yes,3
946,185000,0.5,No,19,29000,No,No,Gas,Hot Water,Public,1652,63,3,1,2.0,6,Yes,3
947,234000,0.57,No,8,31100,No,No,Gas,Hot Air,Public,1888,63,3,1,2.5,7,Yes,3
948,133500,0.08,No,19,17200,No,Yes,Gas,Hot Air,Public,1480,63,3,1,1.5,5,Yes,3
949,151000,0.2,No,19,19000,No,No,Electric,Electric,Public,1234,63,2,1,2.0,7,Yes,2 or fewer
950,157500,0.3,No,31,24500,No,No,Gas,Hot Air,Public,1778,63,3,1,1.5,7,Yes,3
951,285000,0.65,No,23,72000,No,Yes,Gas,Hot Air,Public,2514,63,5,1,2.5,10,Yes,4 or more
952,217500,0.56,No,35,30800,No,No,Gas,Hot Water,Public,2700,63,4,1,2.5,10,Yes,4 or more
953,300000,0.7,No,21,39200,No,Yes,Gas,Hot Air,Public,2330,63,4,1,3.5,8,Yes,4 or more
954,161225,0.6,No,33,32000,No,No,Gas,Hot Water,Public,2676,63,4,1,2.5,11,Yes,4 or more
955,217000,2.85,No,25,54700,No,Yes,Electric,Electric,Private,2180,60,4,1,2.0,8,Yes,4 or more
956,250000,0.47,No,21,48300,No,Yes,Gas,Hot Air,Public,2284,63,4,1,2.5,9,Yes,4 or more
957,124000,0.06,No,19,16400,No,No,Electric,Electric,Public,1314,63,2,None,1.5,6,No,2 or fewer
958,248000,0.41,No,35,44300,No,No,Gas,Hot Air,Private,2396,63,4,1,2.5,11,Yes,4 or more
959,187000,0.57,No,45,33200,No,No,Gas,Hot Water,Private,2088,63,4,1,2.0,8,Yes,4 or more
960,195000,0.48,No,39,28200,No,No,Gas,Hot Water,Public,2310,63,5,1,2.5,11,Yes,4 or more
961,239900,0.53,No,19,65800,No,Yes,Gas,Hot Air,Public,2040,63,4,1,2.5,10,Yes,4 or more
962,475000,12.2,No,19,111300,No,Yes,Electric,Hot Air,Private,2599,63,3,1,2.5,11,Yes,3
963,246000,0.61,No,16,29100,No,No,Gas,Hot Water,Public,1702,63,3,1,1.5,6,Yes,3
964,219900,0.49,No,18,28600,No,No,Gas,Hot Water,Public,2125,63,4,1,2.5,8,Yes,4 or more
965,193500,0.6,No,38,32000,No,No,Gas,Hot Water,Public,2310,63,4,1,2.5,10,Yes,4 or more
966,122000,0.12,No,31,18200,No,Yes,Gas,Hot Air,Public,1431,63,3,None,1.5,8,No,3
967,118000,0.15,No,20,18500,No,No,Gas,Hot Water,Public,924,63,2,None,1.0,7,No,2 or fewer
968,125000,0.77,No,126,36300,No,No,Gas,Hot Air,Private,1799,60,3,1,1.0,6,Yes,3
969,101000,0.26,No,23,18200,No,No,Electric,Electric,Public,976,63,3,None,2.0,5,No,3
970,249000,0.66,No,19,53000,No,Yes,Gas,Hot Air,Public,2217,63,4,1,2.5,8,Yes,4 or more
971,180000,0.57,No,102,25800,No,No,Oil,Hot Water,Private,1969,77,4,2 or more,1.0,6,Yes,4 or more
972,292500,0.47,No,19,75200,No,Yes,Gas,Hot Air,Public,2376,63,3,1,2.5,8,Yes,3
973,199500,0.48,No,18,36700,No,No,Gas,Hot Water,Public,1585,63,3,1,1.5,5,Yes,3
974,205100,0.46,No,32,32700,No,No,Gas,Hot Air,Public,1453,63,4,1,2.0,7,Yes,4 or more
975,330000,0.57,No,12,67300,No,Yes,Oil,Hot Air,Public,2973,63,4,1,3.0,11,Yes,4 or more
976,179000,0.43,No,37,31400,No,No,Gas,Hot Air,Public,1612,63,3,1,1.5,7,Yes,3
977,342000,0.58,No,4,17400,No,Yes,Gas,Hot Air,Public,2734,63,3,1,2.5,9,Yes,3
978,145000,0.15,No,22,18500,No,Yes,Electric,Electric,Public,1479,63,3,1,1.5,5,Yes,3
979,66000,0.14,No,19,18400,No,Yes,Electric,Electric,Public,945,63,2,None,1.0,3,No,2 or fewer
980,269900,0.4,No,25,25000,No,No,Gas,Hot Water,Public,1938,63,4,1,2.5,8,Yes,4 or more
981,154000,0.1,No,174,32800,No,No,Oil,Hot Air,Private,1364,63,5,1,1.0,9,Yes,4 or more
982,454900,0.5,No,2,15000,No,Yes,Gas,Hot Air,Public,3242,63,4,1,2.5,11,Yes,4 or more
983,249900,0.42,No,23,57500,No,Yes,Gas,Hot Air,Public,1571,63,3,2 or more,2.0,7,Yes,3
984,165000,0.09,No,21,17600,No,Yes,Electric,Electric,Public,1314,63,2,1,1.5,6,Yes,2 or fewer
985,329000,0.46,No,3,16100,No,Yes,Gas,Hot Air,Public,2413,63,4,1,1.5,11,Yes,4 or more
986,49387,0.48,No,56,31800,No,No,Oil,Hot Air,Private,900,77,2,1,1.0,5,Yes,2 or fewer
987,445000,0.58,No,0,17400,No,Yes,Gas,Hot Air,Public,3157,63,4,1,3.5,10,Yes,4 or more
988,73000,0.28,No,102,22400,No,No,Oil,Hot Water,Private,908,60,2,1,1.0,7,Yes,2 or fewer
989,125000,0.13,No,20,18300,No,No,Electric,Electric,Public,924,63,2,None,1.0,6,No,2 or fewer
990,146500,0.12,No,18,18200,No,Yes,Electric,Electric,Public,1138,63,2,1,1.0,6,Yes,2 or fewer
991,209000,0.45,No,38,27000,No,No,Gas,Hot Water,Public,2310,63,5,1,2.5,12,Yes,4 or more
992,196500,0.46,No,30,30400,No,No,Gas,Hot Air,Public,1874,63,4,1,2.0,9,Yes,4 or more
993,157000,0.29,No,20,20300,No,No,Electric,Electric,Public,1228,63,4,None,1.5,6,No,4 or more
994,125500,0.06,No,19,16400,No,Yes,Gas,Hot Air,Public,1479,63,3,1,1.5,5,Yes,3
995,190000,0.44,No,38,31800,No,No,Gas,Hot Air,Public,1612,63,3,None,1.5,6,No,3
996,250000,0.49,No,22,48800,No,Yes,Electric,Electric,Public,2088,63,4,1,2.5,6,Yes,4 or more
997,255000,0.4,No,4,30000,No,No,Gas,Hot Air,Public,2131,63,4,1,2.5,10,Yes,4 or more
