"","case.id","sex","length","diameter","height","whole.weight","shucked.weight","viscera.weight","shell.weight","rings"
"269",269,"M",0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
"3146",3147,"M",0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
"1269",1270,"I",0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
"2831",2832,"M",0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
"2770",2771,"F",0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
"937",937,"I",0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
"3630",3631,"I",0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
"840",840,"I",0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
"19",19,"M",0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7
"2586",2587,"F",0.555,0.425,0.14,0.963,0.44,0.224,0.24,7
"551",551,"I",0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
"2658",2659,"I",0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
"526",526,"M",0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4
"3356",3357,"I",0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,6
"1635",1636,"I",0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
"859",859,"F",0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
"3820",3821,"M",0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
"2219",2220,"F",0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
"3897",3898,"F",0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
"3669",3670,"I",0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9
"1058",1058,"I",0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
"3041",3042,"M",0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
"2029",2030,"M",0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
"617",617,"F",0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
"1122",1122,"M",0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
"1610",1611,"I",0.545,0.42,0.125,0.717,0.358,0.112,0.22,8
"3159",3160,"F",0.34,0.255,0.085,0.204,0.097,0.021,0.05,6
"479",479,"M",0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
"723",723,"M",0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15
"3813",3814,"I",0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
"1925",1926,"F",0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
"1572",1573,"I",0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
"590",590,"F",0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
"1277",1278,"I",0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
"4055",4057,"M",0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
"967",967,"I",0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
"1504",1505,"F",0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
"3450",3451,"F",0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915,7
"4072",4074,"I",0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
"1671",1672,"M",0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
"1383",1384,"F",0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
"2830",2831,"F",0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
"2750",2751,"I",0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
"510",510,"I",0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16
"2347",2348,"M",0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11
"1257",1257,"I",0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
"1737",1738,"F",0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
"250",250,"I",0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
"364",364,"F",0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
"2882",2883,"I",0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9
"2736",2737,"I",0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7
"508",508,"M",0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
"1654",1655,"I",0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8
"2892",2893,"M",0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
"4147",4149,"M",0.77,0.605,0.175,2.0505,0.8005,0.526,0.355,11
"500",500,"M",0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
"2951",2952,"M",0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
"1437",1438,"I",0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6
"3660",3661,"F",0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10
"3688",3689,"I",0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
"1922",1923,"M",0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
"1249",1249,"I",0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
"2792",2793,"M",0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10
"1569",1570,"I",0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8
"2252",2253,"F",0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
"86",86,"F",0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12
"3376",3377,"I",0.31,0.235,0.09,0.127,0.048,0.031,0.04,6
"3435",3436,"I",0.375,0.285,0.09,0.257,0.1045,0.062,0.075,7
"1046",1046,"M",0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
"3981",3982,"M",0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
"3183",3184,"M",0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,11
"102",102,"M",0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15
"2152",2153,"F",0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
"2521",2522,"M",0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
"1568",1569,"I",0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8
"348",348,"I",0.34,0.26,0.08,0.2,0.08,0.0555,0.055,6
"3531",3532,"I",0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7
"1276",1277,"I",0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8
"1462",1463,"F",0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7
"2202",2203,"M",0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
"746",746,"F",0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
"924",924,"I",0.425,0.34,0.1,0.382,0.164,0.096,0.1,6
"2171",2172,"I",0.19,0.13,0.03,0.0295,0.0155,0.015,0.01,6
"2377",2378,"I",0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
"3767",3768,"M",0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
"1697",1698,"M",0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10
"2008",2009,"I",0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
"2866",2867,"I",0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
"2123",2124,"F",0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
"781",781,"M",0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
"1264",1265,"I",0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8
"378",378,"F",0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
"406",406,"F",0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
"1966",1967,"F",0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
"3975",3976,"I",0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
"1298",1299,"I",0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
"3114",3115,"I",0.44,0.34,0.1,0.379,0.1725,0.0815,0.101,7
"3778",3779,"I",0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9
"3689",3690,"F",0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
"2116",2117,"I",0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
"31",31,"M",0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10
"2101",2102,"M",0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
"3907",3908,"I",0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
"1553",1554,"I",0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
"943",943,"I",0.465,0.37,0.115,0.534,0.261,0.098,0.143,7
"2255",2256,"M",0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
"3432",3433,"I",0.36,0.27,0.09,0.219,0.097,0.0405,0.065,6
"3922",3923,"I",0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
"343",343,"M",0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
"2437",2438,"I",0.335,0.24,0.095,0.17,0.062,0.039,0.055,9
"3298",3299,"F",0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
"2543",2544,"F",0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10
"2314",2315,"F",0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
"2752",2753,"M",0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7
"849",849,"F",0.55,0.43,0.125,0.923,0.4035,0.175,0.283,8
"4082",4084,"M",0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
"3930",3931,"F",0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
"1005",1005,"F",0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
"2630",2631,"I",0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6
"3520",3521,"F",0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
"1225",1225,"I",0.345,0.255,0.095,0.1945,0.0925,0.037,0.055,6
"1236",1236,"I",0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7
"3777",3778,"M",0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
"539",539,"M",0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
"808",808,"F",0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
"2004",2005,"I",0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
"3408",3409,"I",0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
"1279",1280,"I",0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7
"486",486,"F",0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
"876",876,"M",0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
"2433",2434,"F",0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
"4088",4090,"M",0.61,0.365,0.155,1.0765,0.488,0.249,0.27,9
"2394",2395,"I",0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
"1589",1590,"I",0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9
"970",970,"M",0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,8
"834",834,"I",0.445,0.335,0.1,0.4895,0.2745,0.086,0.1105,7
"2428",2429,"F",0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
"315",315,"M",0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
"2536",2537,"F",0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12
"240",240,"I",0.16,0.12,0.035,0.021,0.0075,0.0045,0.005,5
"2170",2171,"M",0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
"2613",2614,"F",0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
"2957",2958,"F",0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11
"753",753,"F",0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13
"76",76,"F",0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
"3797",3798,"M",0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
"369",369,"M",0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12
"1162",1162,"M",0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
"3339",3340,"F",0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12
"852",852,"M",0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,9
"3705",3706,"F",0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9
"990",990,"M",0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
"2841",2842,"M",0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9
"1136",1136,"I",0.57,0.44,0.15,0.755,0.3425,0.16,0.224,8
"2869",2870,"I",0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,5
"822",822,"I",0.37,0.275,0.14,0.2215,0.097,0.0455,0.0615,6
"2067",2068,"F",0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
"412",412,"M",0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
"4066",4068,"I",0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,6
"2291",2292,"M",0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
"4156",4158,"M",0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
"1371",1372,"M",0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
"2043",2044,"I",0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
"224",224,"F",0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
"1940",1941,"F",0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
"2369",2370,"I",0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12
"670",670,"F",0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13
"3278",3279,"M",0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
"1153",1153,"M",0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
"3847",3848,"M",0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
"1336",1337,"M",0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
"3758",3759,"I",0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
"2747",2748,"I",0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
"521",521,"M",0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
"448",448,"M",0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16
"3851",3852,"M",0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
"52",52,"M",0.4,0.32,0.095,0.303,0.1335,0.06,0.1,7
"198",198,"M",0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
"2325",2326,"F",0.415,0.305,0.105,0.3605,0.12,0.082,0.1,10
"3101",3102,"M",0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
"619",619,"M",0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9
"1919",1920,"I",0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10
"988",988,"M",0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
"3966",3967,"I",0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
"3244",3245,"F",0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
"3550",3551,"M",0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,8
"3906",3907,"M",0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
"137",137,"F",0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
"1091",1091,"I",0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
"3234",3235,"F",0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
"3826",3827,"F",0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
"2001",2002,"I",0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
"3710",3711,"M",0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
"2518",2519,"M",0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8
"2097",2098,"M",0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
"2549",2550,"I",0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
"4023",4025,"I",0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
"2007",2008,"I",0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,8
"380",380,"F",0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
"3986",3987,"F",0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
"200",200,"M",0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
"832",832,"I",0.425,0.325,0.1,0.398,0.1185,0.0645,0.0945,6
"1219",1219,"I",0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
"3404",3405,"M",0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8
"3110",3111,"I",0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
"3312",3313,"F",0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,17
"1738",1739,"F",0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
"89",89,"F",0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
"3124",3125,"F",0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
"291",291,"M",0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
"1862",1863,"I",0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
"3527",3528,"I",0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7
"1033",1033,"M",0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
"396",396,"I",0.39,0.31,0.1,0.302,0.116,0.064,0.115,11
"3267",3268,"F",0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12,10
"1034",1034,"M",0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
"3126",3127,"M",0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,11
"1571",1572,"I",0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8
"3012",3013,"I",0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,7
"4047",4049,"F",0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
"1127",1127,"M",0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
"55",55,"M",0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
"3644",3645,"I",0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7
"3290",3291,"F",0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
"1182",1182,"F",0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
"1380",1381,"M",0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
"2939",2940,"F",0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10
"2062",2063,"M",0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
"1172",1172,"M",0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8
"3832",3833,"F",0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
"3529",3530,"I",0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6
"874",874,"F",0.625,0.49,0.155,1.2085,0.465,0.162,0.411,11
"2823",2824,"I",0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
"2740",2741,"I",0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
"2816",2817,"I",0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6
"2321",2322,"M",0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,14
"2210",2211,"M",0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
"194",194,"I",0.355,0.275,0.085,0.22,0.092,0.06,0.15,8
"3964",3965,"I",0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
"362",362,"F",0.59,0.465,0.15,0.997,0.392,0.246,0.34,12
"4139",4141,"F",0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10
"2640",2641,"I",0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
"1177",1177,"M",0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
"534",534,"F",0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9
"1094",1094,"M",0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
"1478",1479,"M",0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
"2665",2666,"F",0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8
"3823",3824,"F",0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
"3821",3822,"M",0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
"2198",2199,"I",0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
"888",888,"F",0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
"2108",2109,"M",0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
"3834",3835,"M",0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
"1145",1145,"M",0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
"4094",4096,"F",0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
"2734",2735,"I",0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
"3323",3324,"F",0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
"886",886,"F",0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,10
"3508",3509,"F",0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
"3993",3994,"M",0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
"2215",2216,"F",0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
"2510",2511,"I",0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
"4158",4160,"F",0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
"1963",1964,"M",0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
"3136",3137,"M",0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
"2327",2328,"M",0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
"2063",2064,"M",0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
"2690",2691,"M",0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
"22",22,"I",0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
"1726",1727,"F",0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
"4110",4112,"I",0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
"2146",2147,"M",0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
"2204",2205,"M",0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
"754",754,"F",0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
"3349",3350,"I",0.47,0.375,0.105,0.468,0.1665,0.108,0.17,10
"1961",1962,"F",0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
"1402",1403,"M",0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
"1093",1093,"I",0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
"161",161,"M",0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13
"2593",2594,"F",0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9
"2312",2313,"I",0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8
"1387",1388,"I",0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
"93",93,"M",0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
"3475",3476,"I",0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6
"1075",1075,"I",0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
"1435",1436,"I",0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5
"1149",1149,"M",0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
"61",61,"M",0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
"3604",3605,"I",0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8
"461",461,"M",0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
"3131",3132,"M",0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11
"2801",2802,"M",0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10
"3667",3668,"F",0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
"2182",2183,"M",0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
"220",220,"F",0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
"1480",1481,"F",0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
"1722",1723,"F",0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
"3511",3512,"M",0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
"3417",3418,"M",0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
"1248",1248,"I",0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8
"2878",2879,"F",0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
"3553",3554,"I",0.53,0.405,0.13,0.6615,0.2945,0.1395,0.19,9
"1988",1989,"I",0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
"3811",3812,"M",0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
"398",398,"M",0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8
"467",467,"F",0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
"3396",3397,"M",0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
"3499",3500,"F",0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
"1798",1799,"M",0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
"299",299,"M",0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
"2384",2385,"F",0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
"953",953,"M",0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7
"569",569,"M",0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
"3245",3246,"F",0.695,0.55,0.16,1.6365,0.694,0.3005,0.44,13
"473",473,"I",0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
"211",211,"F",0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
"2933",2934,"F",0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
"2408",2409,"I",0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
"1063",1063,"I",0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
"2505",2506,"I",0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
"257",257,"M",0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
"1410",1411,"F",0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
"2144",2145,"M",0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
"1721",1722,"M",0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
"1501",1502,"M",0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
"2584",2585,"M",0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9
"2797",2798,"M",0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
"794",794,"M",0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
"351",351,"F",0.61,0.495,0.185,1.153,0.536,0.2905,0.245,8
"3686",3687,"F",0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14
"2497",2498,"M",0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
"353",353,"M",0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
"847",847,"F",0.54,0.42,0.14,0.805,0.369,0.1725,0.21,11
"2858",2859,"M",0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11
"206",206,"F",0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9
"675",675,"F",0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
"2027",2028,"M",0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
"3129",3130,"F",0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
